routeStart,routeEnd,maxTraffic
KABQ,KSFB,0
KABQ,KSFO,0
KABQ,KSGF,0
KABQ,KSJC,0
KABQ,KSLC,0
KABQ,KSMF,0
KABQ,KSNA,0
KABQ,KSPI,0
KABQ,KSRQ,0
KABQ,KSTL,0
KABQ,KSUS,0
KABQ,KSUX,0
KABQ,KSYR,0
KABQ,KTLH,0
KABQ,KTOL,0
KABQ,KTPA,0
KABQ,KTUL,0
KABQ,KTUS,0
KABQ,KTYS,0
KABQ,KVPS,0
KABQ,PANC,0
KADW,KABQ,0
KADW,KADW,0
KADW,KAFW,0
KADW,KATL,0
KADW,KAUS,0
KADW,KAVL,0
KADW,KBDL,0
KADW,KBFI,0
KADW,KBHM,0
KADW,KBLV,0
KADW,KBMI,0
KADW,KBNA,0
KADW,KBOI,0
KADW,KBOS,0
KADW,KBUF,0
KADW,KBWI,0
KADW,KCAE,0
KADW,KCHA,0
KADW,KCID,0
KADW,KCLE,0
KADW,KCLT,0
KADW,KCMH,0
KADW,KCOS,0
KADW,KCRP,0
KADW,KCVG,0
KADW,KDAB,0
KADW,KDAL,0
KADW,KDAY,0
KADW,KDBQ,0
KADW,KDCA,0
KADW,KDEN,0
KADW,KDFW,0
KADW,KDSM,0
KADW,KDTW,0
KADW,KERI,0
KADW,KEWR,0
KADW,KFLL,0
KADW,KFSM,0
KADW,KFTW,0
KADW,KFWA,0
KADW,KGEG,0
KADW,KGRB,0
KADW,KGSO,0
KADW,KGSP,0
KADW,KGUS,0
KADW,KHOU,0
KADW,KHSV,0
KADW,KHTS,0
KADW,KIAD,0
KADW,KIAH,0
KADW,KIND,0
KADW,KJFK,0
KADW,KLAS,0
KADW,KLAX,0
KADW,KLCK,0
KADW,KLEX,0
KADW,KLGA,0
KADW,KLIT,0
KADW,KMBS,0
KADW,KMCI,0
KADW,KMCO,0
KADW,KMDW,0
KADW,KMGE,0
KADW,KMGM,0
KADW,KMHT,0
KADW,KMIA,0
KADW,KMKE,0
KADW,KMLI,0
KADW,KMSN,0
KADW,KMSP,0
KADW,KMSY,0
KADW,KOAK,0
KADW,KOKC,0
KADW,KOMA,0
KADW,KONT,0
KADW,KORD,0
KADW,KORF,0
KADW,KPDX,0
KADW,KPHF,0
KADW,KPHL,0
KADW,KPHX,0
KADW,KPIA,0
KADW,KPIT,0
KADW,KPVD,0
KADW,KRDU,0
KADW,KRFD,0
KADW,KRIC,0
KADW,KROA,0
KADW,KROC,0
KADW,KRST,0
KADW,KRSW,0
KADW,KSAN,0
KADW,KSAT,0
KADW,KSAV,0
KADW,KSBN,0
KADW,KSDF,0
KADW,KSEA,0
KADW,KSFB,0
KADW,KSFO,0
KADW,KSGF,0
KADW,KSJC,0
KADW,KSLC,0
KADW,KSMF,0
KADW,KSNA,0
KADW,KSPI,0
KADW,KSRQ,0
KADW,KSTL,0
KADW,KSUS,0
KADW,KSUX,0
KADW,KSYR,0
KADW,KTLH,0
KADW,KTOL,0
KADW,KTPA,0
KADW,KTUL,0
KADW,KTUS,0
KADW,KTYS,0
KADW,KVPS,0
KADW,PANC,0
KAFW,KABQ,0
KAFW,KADW,0
KAFW,KAFW,0
KAFW,KATL,0
KAFW,KAUS,0
KAFW,KAVL,0
KAFW,KBDL,0
KAFW,KBFI,0
KAFW,KBHM,0
KAFW,KBLV,0
KAFW,KBMI,0
KAFW,KBNA,0
KAFW,KBOI,0
KAFW,KBOS,0
KAFW,KBUF,0
KAFW,KBWI,0
KAFW,KCAE,0
KAFW,KCHA,0
KAFW,KCID,0
KAFW,KCLE,0
KAFW,KCLT,0
KAFW,KCMH,0
KAFW,KCOS,0
KAFW,KCRP,0
KAFW,KCVG,0
KAFW,KDAB,0
KAFW,KDAL,0
KAFW,KDAY,0
KAFW,KDBQ,0
KAFW,KDCA,0
KAFW,KDEN,0
KAFW,KDFW,0
KAFW,KDSM,0
KAFW,KDTW,0
KAFW,KERI,0
KAFW,KEWR,0
KAFW,KFLL,0
KAFW,KFSM,0
KAFW,KFTW,0
KAFW,KFWA,0
KAFW,KGEG,0
KAFW,KGRB,0
KAFW,KGSO,0
KAFW,KGSP,0
KAFW,KGUS,0
KAFW,KHOU,0
KAFW,KHSV,0
KAFW,KHTS,0
KAFW,KIAD,0
KAFW,KIAH,0
KAFW,KIND,0
KAFW,KJFK,0
KAFW,KLAS,0
KAFW,KLAX,0
KAFW,KLCK,0
KAFW,KLEX,0
KAFW,KLGA,0
KAFW,KLIT,0
KAFW,KMBS,0
KAFW,KMCI,0
KAFW,KMCO,0
KAFW,KMDW,0
KAFW,KMGE,0
KAFW,KMGM,0
KAFW,KMHT,0
KAFW,KMIA,0
KAFW,KMKE,0
KAFW,KMLI,0
KAFW,KMSN,0
KAFW,KMSP,0
KAFW,KMSY,0
KAFW,KOAK,0
KAFW,KOKC,0
KAFW,KOMA,0
KAFW,KONT,0
KAFW,KORD,0
KAFW,KORF,0
KAFW,KPDX,0
KAFW,KPHF,0
KAFW,KPHL,0
KAFW,KPHX,0
KAFW,KPIA,0
KAFW,KPIT,0
KAFW,KPVD,0
KAFW,KRDU,0
KAFW,KRFD,0
KAFW,KRIC,0
KAFW,KROA,0
KAFW,KROC,0
KAFW,KRST,0
KAFW,KRSW,0
KAFW,KSAN,0
KAFW,KSAT,0
KAFW,KSAV,0
KAFW,KSBN,0
KAFW,KSDF,0
KAFW,KSEA,0
KAFW,KSFB,0
KAFW,KSFO,0
KAFW,KSGF,0
KAFW,KSJC,0
KAFW,KSLC,0
KAFW,KSMF,0
KAFW,KSNA,0
KAFW,KSPI,0
KAFW,KSRQ,0
KAFW,KSTL,0
KAFW,KSUS,0
KAFW,KSUX,0
KAFW,KSYR,0
KAFW,KTLH,0
KAFW,KTOL,0
KAFW,KTPA,0
KAFW,KTUL,0
KAFW,KTUS,0
KAFW,KTYS,0
KAFW,KVPS,0
KAFW,PANC,0
KATL,KABQ,0
KATL,KADW,0
KATL,KAFW,0
KATL,KATL,0
KATL,KAUS,3
KATL,KAVL,0
KATL,KBDL,0
KATL,KBFI,0
KATL,KBHM,0
KATL,KBLV,0
KATL,KBMI,0
KATL,KBNA,0
KATL,KBOI,0
KATL,KBOS,3
KATL,KBUF,0
KATL,KBWI,15
KATL,KCAE,0
KATL,KCHA,0
KATL,KCID,0
KATL,KCLE,3
KATL,KCLT,0
KATL,KCMH,0
KATL,KCOS,0
KATL,KCRP,0
KATL,KCVG,0
KATL,KDAB,0
KATL,KDAL,0
KATL,KDAY,0
KATL,KDBQ,0
KATL,KDCA,0
KATL,KDEN,1
KATL,KDFW,8
KATL,KDSM,0
KATL,KDTW,13
KATL,KERI,0
KATL,KEWR,7
KATL,KFLL,42
KATL,KFSM,0
KATL,KFTW,0
KATL,KFWA,0
KATL,KGEG,0
KATL,KGRB,0
KATL,KGSO,0
KATL,KGSP,0
KATL,KGUS,0
KATL,KHOU,0
KATL,KHSV,0
KATL,KHTS,0
KATL,KIAD,0
KATL,KIAH,7
KATL,KIND,0
KATL,KJFK,0
KATL,KLAS,16
KATL,KLAX,7
KATL,KLCK,0
KATL,KLEX,0
KATL,KLGA,0
KATL,KLIT,0
KATL,KMBS,0
KATL,KMCI,0
KATL,KMCO,3
KATL,KMDW,0
KATL,KMGE,0
KATL,KMGM,0
KATL,KMHT,0
KATL,KMIA,0
KATL,KMKE,0
KATL,KMLI,0
KATL,KMSN,0
KATL,KMSP,7
KATL,KMSY,0
KATL,KOAK,0
KATL,KOKC,0
KATL,KOMA,0
KATL,KONT,0
KATL,KORD,7
KATL,KORF,0
KATL,KPDX,0
KATL,KPHF,0
KATL,KPHL,7
KATL,KPHX,0
KATL,KPIA,0
KATL,KPIT,0
KATL,KPVD,0
KATL,KRDU,0
KATL,KRFD,0
KATL,KRIC,0
KATL,KROA,0
KATL,KROC,0
KATL,KRST,0
KATL,KRSW,0
KATL,KSAN,0
KATL,KSAT,0
KATL,KSAV,0
KATL,KSBN,0
KATL,KSDF,0
KATL,KSEA,0
KATL,KSFB,0
KATL,KSFO,0
KATL,KSGF,0
KATL,KSJC,0
KATL,KSLC,0
KATL,KSMF,0
KATL,KSNA,0
KATL,KSPI,0
KATL,KSRQ,0
KATL,KSTL,0
KATL,KSUS,0
KATL,KSUX,0
KATL,KSYR,0
KATL,KTLH,0
KATL,KTOL,0
KATL,KTPA,14
KATL,KTUL,0
KATL,KTUS,0
KATL,KTYS,0
KATL,KVPS,0
KATL,PANC,0
KAUS,KABQ,0
KAUS,KADW,0
KAUS,KAFW,0
KAUS,KATL,7
KAUS,KAUS,1
KAUS,KAVL,0
KAUS,KBDL,0
KAUS,KBFI,0
KAUS,KBHM,0
KAUS,KBLV,0
KAUS,KBMI,0
KAUS,KBNA,4
KAUS,KBOI,0
KAUS,KBOS,0
KAUS,KBUF,0
KAUS,KBWI,8
KAUS,KCAE,0
KAUS,KCHA,0
KAUS,KCID,0
KAUS,KCLE,0
KAUS,KCLT,0
KAUS,KCMH,0
KAUS,KCOS,0
KAUS,KCRP,0
KAUS,KCVG,0
KAUS,KDAB,0
KAUS,KDAL,0
KAUS,KDAY,0
KAUS,KDBQ,0
KAUS,KDCA,0
KAUS,KDEN,6
KAUS,KDFW,0
KAUS,KDSM,0
KAUS,KDTW,10
KAUS,KERI,0
KAUS,KEWR,4
KAUS,KFLL,7
KAUS,KFSM,0
KAUS,KFTW,0
KAUS,KFWA,0
KAUS,KGEG,0
KAUS,KGRB,0
KAUS,KGSO,0
KAUS,KGSP,0
KAUS,KGUS,0
KAUS,KHOU,0
KAUS,KHSV,0
KAUS,KHTS,0
KAUS,KIAD,0
KAUS,KIAH,1
KAUS,KIND,0
KAUS,KJFK,0
KAUS,KLAS,7
KAUS,KLAX,7
KAUS,KLCK,0
KAUS,KLEX,0
KAUS,KLGA,0
KAUS,KLIT,0
KAUS,KMBS,0
KAUS,KMCI,0
KAUS,KMCO,2
KAUS,KMDW,0
KAUS,KMGE,0
KAUS,KMGM,0
KAUS,KMHT,0
KAUS,KMIA,0
KAUS,KMKE,0
KAUS,KMLI,0
KAUS,KMSN,0
KAUS,KMSP,0
KAUS,KMSY,0
KAUS,KOAK,0
KAUS,KOKC,0
KAUS,KOMA,0
KAUS,KONT,0
KAUS,KORD,7
KAUS,KORF,0
KAUS,KPDX,0
KAUS,KPHF,0
KAUS,KPHL,0
KAUS,KPHX,0
KAUS,KPIA,0
KAUS,KPIT,0
KAUS,KPVD,0
KAUS,KRDU,1
KAUS,KRFD,0
KAUS,KRIC,0
KAUS,KROA,0
KAUS,KROC,0
KAUS,KRST,0
KAUS,KRSW,0
KAUS,KSAN,0
KAUS,KSAT,0
KAUS,KSAV,0
KAUS,KSBN,0
KAUS,KSDF,0
KAUS,KSEA,0
KAUS,KSFB,0
KAUS,KSFO,0
KAUS,KSGF,0
KAUS,KSJC,0
KAUS,KSLC,0
KAUS,KSMF,0
KAUS,KSNA,0
KAUS,KSPI,0
KAUS,KSRQ,0
KAUS,KSTL,0
KAUS,KSUS,0
KAUS,KSUX,0
KAUS,KSYR,0
KAUS,KTLH,0
KAUS,KTOL,0
KAUS,KTPA,0
KAUS,KTUL,0
KAUS,KTUS,0
KAUS,KTYS,0
KAUS,KVPS,0
KAUS,PANC,0
KAVL,KABQ,0
KAVL,KADW,0
KAVL,KAFW,0
KAVL,KATL,0
KAVL,KAUS,0
KAVL,KAVL,0
KAVL,KBDL,0
KAVL,KBFI,0
KAVL,KBHM,0
KAVL,KBLV,0
KAVL,KBMI,0
KAVL,KBNA,0
KAVL,KBOI,0
KAVL,KBOS,0
KAVL,KBUF,0
KAVL,KBWI,0
KAVL,KCAE,0
KAVL,KCHA,0
KAVL,KCID,0
KAVL,KCLE,0
KAVL,KCLT,0
KAVL,KCMH,0
KAVL,KCOS,0
KAVL,KCRP,0
KAVL,KCVG,0
KAVL,KDAB,0
KAVL,KDAL,0
KAVL,KDAY,0
KAVL,KDBQ,0
KAVL,KDCA,0
KAVL,KDEN,0
KAVL,KDFW,0
KAVL,KDSM,0
KAVL,KDTW,0
KAVL,KERI,0
KAVL,KEWR,0
KAVL,KFLL,0
KAVL,KFSM,0
KAVL,KFTW,0
KAVL,KFWA,0
KAVL,KGEG,0
KAVL,KGRB,0
KAVL,KGSO,0
KAVL,KGSP,0
KAVL,KGUS,0
KAVL,KHOU,0
KAVL,KHSV,0
KAVL,KHTS,0
KAVL,KIAD,0
KAVL,KIAH,0
KAVL,KIND,0
KAVL,KJFK,0
KAVL,KLAS,0
KAVL,KLAX,0
KAVL,KLCK,0
KAVL,KLEX,0
KAVL,KLGA,0
KAVL,KLIT,0
KAVL,KMBS,0
KAVL,KMCI,0
KAVL,KMCO,0
KAVL,KMDW,0
KAVL,KMGE,0
KAVL,KMGM,0
KAVL,KMHT,0
KAVL,KMIA,0
KAVL,KMKE,0
KAVL,KMLI,0
KAVL,KMSN,0
KAVL,KMSP,0
KAVL,KMSY,0
KAVL,KOAK,0
KAVL,KOKC,0
KAVL,KOMA,0
KAVL,KONT,0
KAVL,KORD,0
KAVL,KORF,0
KAVL,KPDX,0
KAVL,KPHF,0
KAVL,KPHL,0
KAVL,KPHX,0
KAVL,KPIA,0
KAVL,KPIT,0
KAVL,KPVD,0
KAVL,KRDU,0
KAVL,KRFD,0
KAVL,KRIC,0
KAVL,KROA,0
KAVL,KROC,0
KAVL,KRST,0
KAVL,KRSW,0
KAVL,KSAN,0
KAVL,KSAT,0
KAVL,KSAV,0
KAVL,KSBN,0
KAVL,KSDF,0
KAVL,KSEA,0
KAVL,KSFB,0
KAVL,KSFO,0
KAVL,KSGF,0
KAVL,KSJC,0
KAVL,KSLC,0
KAVL,KSMF,0
KAVL,KSNA,0
KAVL,KSPI,0
KAVL,KSRQ,0
KAVL,KSTL,0
KAVL,KSUS,0
KAVL,KSUX,0
KAVL,KSYR,0
KAVL,KTLH,0
KAVL,KTOL,0
KAVL,KTPA,0
KAVL,KTUL,0
KAVL,KTUS,0
KAVL,KTYS,0
KAVL,KVPS,0
KAVL,PANC,0
KBDL,KABQ,0
KBDL,KADW,0
KBDL,KAFW,0
KBDL,KATL,0
KBDL,KAUS,0
KBDL,KAVL,0
KBDL,KBDL,0
KBDL,KBFI,0
KBDL,KBHM,0
KBDL,KBLV,0
KBDL,KBMI,0
KBDL,KBNA,0
KBDL,KBOI,0
KBDL,KBOS,0
KBDL,KBUF,0
KBDL,KBWI,0
KBDL,KCAE,0
KBDL,KCHA,0
KBDL,KCID,0
KBDL,KCLE,0
KBDL,KCLT,0
KBDL,KCMH,0
KBDL,KCOS,0
KBDL,KCRP,0
KBDL,KCVG,0
KBDL,KDAB,0
KBDL,KDAL,0
KBDL,KDAY,0
KBDL,KDBQ,0
KBDL,KDCA,0
KBDL,KDEN,0
KBDL,KDFW,0
KBDL,KDSM,0
KBDL,KDTW,0
KBDL,KERI,0
KBDL,KEWR,0
KBDL,KFLL,0
KBDL,KFSM,0
KBDL,KFTW,0
KBDL,KFWA,0
KBDL,KGEG,0
KBDL,KGRB,0
KBDL,KGSO,0
KBDL,KGSP,0
KBDL,KGUS,0
KBDL,KHOU,0
KBDL,KHSV,0
KBDL,KHTS,0
KBDL,KIAD,0
KBDL,KIAH,0
KBDL,KIND,0
KBDL,KJFK,0
KBDL,KLAS,0
KBDL,KLAX,0
KBDL,KLCK,0
KBDL,KLEX,0
KBDL,KLGA,0
KBDL,KLIT,0
KBDL,KMBS,0
KBDL,KMCI,0
KBDL,KMCO,0
KBDL,KMDW,0
KBDL,KMGE,0
KBDL,KMGM,0
KBDL,KMHT,0
KBDL,KMIA,0
KBDL,KMKE,0
KBDL,KMLI,0
KBDL,KMSN,0
KBDL,KMSP,0
KBDL,KMSY,0
KBDL,KOAK,0
KBDL,KOKC,0
KBDL,KOMA,0
KBDL,KONT,0
KBDL,KORD,0
KBDL,KORF,0
KBDL,KPDX,0
KBDL,KPHF,0
KBDL,KPHL,0
KBDL,KPHX,0
KBDL,KPIA,0
KBDL,KPIT,0
KBDL,KPVD,0
KBDL,KRDU,0
KBDL,KRFD,0
KBDL,KRIC,0
KBDL,KROA,0
KBDL,KROC,0
KBDL,KRST,0
KBDL,KRSW,0
KBDL,KSAN,0
KBDL,KSAT,0
KBDL,KSAV,0
KBDL,KSBN,0
KBDL,KSDF,0
KBDL,KSEA,0
KBDL,KSFB,0
KBDL,KSFO,0
KBDL,KSGF,0
KBDL,KSJC,0
KBDL,KSLC,0
KBDL,KSMF,0
KBDL,KSNA,0
KBDL,KSPI,0
KBDL,KSRQ,0
KBDL,KSTL,0
KBDL,KSUS,0
KBDL,KSUX,0
KBDL,KSYR,0
KBDL,KTLH,0
KBDL,KTOL,0
KBDL,KTPA,3
KBDL,KTUL,0
KBDL,KTUS,0
KBDL,KTYS,0
KBDL,KVPS,0
KBDL,PANC,0
KBFI,KABQ,0
KBFI,KADW,0
KBFI,KAFW,0
KBFI,KATL,0
KBFI,KAUS,0
KBFI,KAVL,0
KBFI,KBDL,0
KBFI,KBFI,0
KBFI,KBHM,0
KBFI,KBLV,0
KBFI,KBMI,0
KBFI,KBNA,0
KBFI,KBOI,0
KBFI,KBOS,0
KBFI,KBUF,0
KBFI,KBWI,0
KBFI,KCAE,0
KBFI,KCHA,0
KBFI,KCID,0
KBFI,KCLE,0
KBFI,KCLT,0
KBFI,KCMH,0
KBFI,KCOS,0
KBFI,KCRP,0
KBFI,KCVG,0
KBFI,KDAB,0
KBFI,KDAL,0
KBFI,KDAY,0
KBFI,KDBQ,0
KBFI,KDCA,0
KBFI,KDEN,0
KBFI,KDFW,0
KBFI,KDSM,0
KBFI,KDTW,0
KBFI,KERI,0
KBFI,KEWR,0
KBFI,KFLL,0
KBFI,KFSM,0
KBFI,KFTW,0
KBFI,KFWA,0
KBFI,KGEG,0
KBFI,KGRB,0
KBFI,KGSO,0
KBFI,KGSP,0
KBFI,KGUS,0
KBFI,KHOU,0
KBFI,KHSV,0
KBFI,KHTS,0
KBFI,KIAD,0
KBFI,KIAH,0
KBFI,KIND,0
KBFI,KJFK,0
KBFI,KLAS,0
KBFI,KLAX,0
KBFI,KLCK,0
KBFI,KLEX,0
KBFI,KLGA,0
KBFI,KLIT,0
KBFI,KMBS,0
KBFI,KMCI,0
KBFI,KMCO,0
KBFI,KMDW,0
KBFI,KMGE,0
KBFI,KMGM,0
KBFI,KMHT,0
KBFI,KMIA,0
KBFI,KMKE,0
KBFI,KMLI,0
KBFI,KMSN,0
KBFI,KMSP,0
KBFI,KMSY,0
KBFI,KOAK,0
KBFI,KOKC,0
KBFI,KOMA,0
KBFI,KONT,0
KBFI,KORD,0
KBFI,KORF,0
KBFI,KPDX,0
KBFI,KPHF,0
KBFI,KPHL,0
KBFI,KPHX,0
KBFI,KPIA,0
KBFI,KPIT,0
KBFI,KPVD,0
KBFI,KRDU,0
KBFI,KRFD,0
KBFI,KRIC,0
KBFI,KROA,0
KBFI,KROC,0
KBFI,KRST,0
KBFI,KRSW,0
KBFI,KSAN,0
KBFI,KSAT,0
KBFI,KSAV,0
KBFI,KSBN,0
KBFI,KSDF,0
KBFI,KSEA,0
KBFI,KSFB,0
KBFI,KSFO,0
KBFI,KSGF,0
KBFI,KSJC,0
KBFI,KSLC,0
KBFI,KSMF,0
KBFI,KSNA,0
KBFI,KSPI,0
KBFI,KSRQ,0
KBFI,KSTL,0
KBFI,KSUS,0
KBFI,KSUX,0
KBFI,KSYR,0
KBFI,KTLH,0
KBFI,KTOL,0
KBFI,KTPA,0
KBFI,KTUL,0
KBFI,KTUS,0
KBFI,KTYS,0
KBFI,KVPS,0
KBFI,PANC,0
KBHM,KABQ,0
KBHM,KADW,0
KBHM,KAFW,0
KBHM,KATL,0
KBHM,KAUS,0
KBHM,KAVL,0
KBHM,KBDL,0
KBHM,KBFI,0
KBHM,KBHM,0
KBHM,KBLV,0
KBHM,KBMI,0
KBHM,KBNA,0
KBHM,KBOI,0
KBHM,KBOS,0
KBHM,KBUF,0
KBHM,KBWI,0
KBHM,KCAE,0
KBHM,KCHA,0
KBHM,KCID,0
KBHM,KCLE,0
KBHM,KCLT,0
KBHM,KCMH,0
KBHM,KCOS,0
KBHM,KCRP,0
KBHM,KCVG,0
KBHM,KDAB,0
KBHM,KDAL,0
KBHM,KDAY,0
KBHM,KDBQ,0
KBHM,KDCA,0
KBHM,KDEN,0
KBHM,KDFW,0
KBHM,KDSM,0
KBHM,KDTW,0
KBHM,KERI,0
KBHM,KEWR,0
KBHM,KFLL,0
KBHM,KFSM,0
KBHM,KFTW,0
KBHM,KFWA,0
KBHM,KGEG,0
KBHM,KGRB,0
KBHM,KGSO,0
KBHM,KGSP,0
KBHM,KGUS,0
KBHM,KHOU,0
KBHM,KHSV,0
KBHM,KHTS,0
KBHM,KIAD,0
KBHM,KIAH,0
KBHM,KIND,0
KBHM,KJFK,0
KBHM,KLAS,0
KBHM,KLAX,0
KBHM,KLCK,0
KBHM,KLEX,0
KBHM,KLGA,0
KBHM,KLIT,0
KBHM,KMBS,0
KBHM,KMCI,0
KBHM,KMCO,0
KBHM,KMDW,0
KBHM,KMGE,0
KBHM,KMGM,0
KBHM,KMHT,0
KBHM,KMIA,0
KBHM,KMKE,0
KBHM,KMLI,0
KBHM,KMSN,0
KBHM,KMSP,0
KBHM,KMSY,0
KBHM,KOAK,0
KBHM,KOKC,0
KBHM,KOMA,0
KBHM,KONT,0
KBHM,KORD,0
KBHM,KORF,0
KBHM,KPDX,0
KBHM,KPHF,0
KBHM,KPHL,0
KBHM,KPHX,0
KBHM,KPIA,0
KBHM,KPIT,0
KBHM,KPVD,0
KBHM,KRDU,0
KBHM,KRFD,0
KBHM,KRIC,0
KBHM,KROA,0
KBHM,KROC,0
KBHM,KRST,0
KBHM,KRSW,0
KBHM,KSAN,0
KBHM,KSAT,0
KBHM,KSAV,0
KBHM,KSBN,0
KBHM,KSDF,0
KBHM,KSEA,0
KBHM,KSFB,0
KBHM,KSFO,0
KBHM,KSGF,0
KBHM,KSJC,0
KBHM,KSLC,0
KBHM,KSMF,0
KBHM,KSNA,0
KBHM,KSPI,0
KBHM,KSRQ,0
KBHM,KSTL,0
KBHM,KSUS,0
KBHM,KSUX,0
KBHM,KSYR,0
KBHM,KTLH,0
KBHM,KTOL,0
KBHM,KTPA,0
KBHM,KTUL,0
KBHM,KTUS,0
KBHM,KTYS,0
KBHM,KVPS,0
KBHM,PANC,0
KBLV,KABQ,0
KBLV,KADW,0
KBLV,KAFW,0
KBLV,KATL,0
KBLV,KAUS,0
KBLV,KAVL,0
KBLV,KBDL,0
KBLV,KBFI,0
KBLV,KBHM,0
KBLV,KBLV,0
KBLV,KBMI,0
KBLV,KBNA,0
KBLV,KBOI,0
KBLV,KBOS,0
KBLV,KBUF,0
KBLV,KBWI,0
KBLV,KCAE,0
KBLV,KCHA,0
KBLV,KCID,0
KBLV,KCLE,0
KBLV,KCLT,0
KBLV,KCMH,0
KBLV,KCOS,0
KBLV,KCRP,0
KBLV,KCVG,0
KBLV,KDAB,0
KBLV,KDAL,0
KBLV,KDAY,0
KBLV,KDBQ,0
KBLV,KDCA,0
KBLV,KDEN,0
KBLV,KDFW,0
KBLV,KDSM,0
KBLV,KDTW,0
KBLV,KERI,0
KBLV,KEWR,0
KBLV,KFLL,0
KBLV,KFSM,0
KBLV,KFTW,0
KBLV,KFWA,0
KBLV,KGEG,0
KBLV,KGRB,0
KBLV,KGSO,0
KBLV,KGSP,0
KBLV,KGUS,0
KBLV,KHOU,0
KBLV,KHSV,0
KBLV,KHTS,0
KBLV,KIAD,0
KBLV,KIAH,0
KBLV,KIND,0
KBLV,KJFK,0
KBLV,KLAS,0
KBLV,KLAX,0
KBLV,KLCK,0
KBLV,KLEX,0
KBLV,KLGA,0
KBLV,KLIT,0
KBLV,KMBS,0
KBLV,KMCI,0
KBLV,KMCO,0
KBLV,KMDW,0
KBLV,KMGE,0
KBLV,KMGM,0
KBLV,KMHT,0
KBLV,KMIA,0
KBLV,KMKE,0
KBLV,KMLI,0
KBLV,KMSN,0
KBLV,KMSP,0
KBLV,KMSY,0
KBLV,KOAK,0
KBLV,KOKC,0
KBLV,KOMA,0
KBLV,KONT,0
KBLV,KORD,0
KBLV,KORF,0
KBLV,KPDX,0
KBLV,KPHF,0
KBLV,KPHL,0
KBLV,KPHX,0
KBLV,KPIA,0
KBLV,KPIT,0
KBLV,KPVD,0
KBLV,KRDU,0
KBLV,KRFD,0
KBLV,KRIC,0
KBLV,KROA,0
KBLV,KROC,0
KBLV,KRST,0
KBLV,KRSW,0
KBLV,KSAN,0
KBLV,KSAT,0
KBLV,KSAV,0
KBLV,KSBN,0
KBLV,KSDF,0
KBLV,KSEA,0
KBLV,KSFB,0
KBLV,KSFO,0
KBLV,KSGF,0
KBLV,KSJC,0
KBLV,KSLC,0
KBLV,KSMF,0
KBLV,KSNA,0
KBLV,KSPI,0
KBLV,KSRQ,0
KBLV,KSTL,0
KBLV,KSUS,0
KBLV,KSUX,0
KBLV,KSYR,0
KBLV,KTLH,0
KBLV,KTOL,0
KBLV,KTPA,0
KBLV,KTUL,0
KBLV,KTUS,0
KBLV,KTYS,0
KBLV,KVPS,0
KBLV,PANC,0
KBMI,KABQ,0
KBMI,KADW,0
KBMI,KAFW,0
KBMI,KATL,0
KBMI,KAUS,0
KBMI,KAVL,0
KBMI,KBDL,0
KBMI,KBFI,0
KBMI,KBHM,0
KBMI,KBLV,0
KBMI,KBMI,0
